claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
421894656,27,M,0,89,52758.4,1,0,Rent,80027,9/6/2023,Wednesday,Parking Lot,0,0,50,Online,1,7,Large,22471.97809,silver,20485.26252,3142.059643,1000,999.43,4.43070635,3,Y
421956864,27,M,1,83,52713.6,1,1,Rent,50047,1/20/2023,Friday,Parking Lot,0,0,0,Online,1,9,Compact,36678.40609,red,7667.618025,6190.510322,2000,1155.97,2.921797899,1,N
422143488,25,M,1,67,51500.8,1,1,Rent,80020,10/12/2023,Thursday,Local,0,0,68,Online,1,7,Compact,27630.97555,gray,21039.81173,3826.327713,500,1518.54,3.975846378,2,N
422288640,52,M,0,64,63204.8,0,0,Own,50021,11/6/2024,Wednesday,Local,0,0,54,Online,1,7,Large,22204.03242,blue,7332.514788,4364.143633,500,1082.36,4.711783468,5,N
422475264,23,F,0,93,50152,1,0,Own,80105,8/29/2023,Tuesday,Parking Lot,1,*,100,Online,1,3,Compact,7696.221341,blue,45989.17055,7134.639934,1000,999.43,4.033666646,6,N
422620416,25,M,1,95,51500.8,0,0,Rent,15020,11/17/2023,Friday,Highway,0,1,95,Online,0,4,Compact,11247.14502,white,10732.59184,1529.910982,500,1078.65,3.333167122,2,N
422848512,25,F,1,88,51512,1,0,Own,15030,10/31/2023,Tuesday,Local,0,0,13,Online,0,7,Compact,14334.44957,black,35131.25069,2713.416334,500,1518.54,3.771375429,6,N
422993664,25,F,1,68,51505.6,1,0,Rent,85038,3/23/2024,Saturday,Parking Lot,0,0,7,Online,1,6,Large,50619.46423,silver,37178.24264,2574.738587,500,1082.36,2.966693248,2,Y
423055872,43,F,1,67,60188.8,1,0,Own,80014,10/5/2024,Saturday,Parking Lot,0,1,24,Online,1,5,Large,26777.8648,white,29675.33125,2944.369733,500,1354.2,3.260598739,5,N
423180288,26,F,0,20,52136,1,0,Rent,80018,2/26/2023,Sunday,Local,0,1,44,Online,0,2,Compact,53593.34571,gray,33973.34977,3002.830196,1000,999.43,3.938070075,1,N
423366912,41,F,1,77,59382.4,0,1,Own,80020,4/22/2023,Saturday,Local,0,0,96,Online,0,6,Medium,15913.29594,black,39564.36158,6037.650349,500,1078.65,3.969684004,3,N
423595008,24,M,1,92,50868.8,1,1,Rent,15035,10/13/2023,Friday,Local,1,0,0,Online,0,5,Medium,12555.67997,silver,24715.09919,7195.734405,1000,1622.67,4.580808394,6,N
425481984,27,F,0,90,52742.4,0,0,Rent,20156,6/2/2023,Friday,Parking Lot,1,0,59,Online,1,8,Large,8874.202814,blue,13628.97477,6813.345687,500,1354.2,4.012130515,6,N
425813760,34,F,1,40,56425.6,1,1,Rent,20143,11/8/2023,Wednesday,Parking Lot,1,0,50,Online,1,4,Compact,4852.69038,gray,14877.99862,7171.854119,500,1232.57,2.557081522,2,N
425875968,54,M,1,79,63798.4,1,1,Own,15010,7/18/2023,Tuesday,Local,0,1,91,Online,0,2,Large,30789.54299,silver,11763.63147,7616.509303,1000,1324.78,4.147819777,4,N
426290688,27,F,1,79,52724.8,1,1,Rent,15012,4/24/2023,Monday,Highway,2,0,87,Online,1,3,Large,23318.47189,silver,28259.61694,2645.460061,2000,1155.97,4.617317301,0,Y
426601728,40,F,0,76,59016,1,0,Rent,20153,3/21/2024,Thursday,Highway,0,1,77,Online,0,7,Compact,9863.156706,blue,17980.15615,2303.529618,500,1518.54,4.633753576,1,N
427057920,35,F,1,77,56886.4,1,0,Own,85014,7/27/2023,Thursday,Parking Lot,0,0,71,Online,0,3,Medium,18521.7708,white,18586.50788,5848.156862,1000,1324.78,3.596212704,2,N
427659264,29,F,0,88,53870.4,1,0,Rent,50057,8/14/2023,Monday,Parking Lot,1,0,12,Online,0,5,Medium,17388.43499,white,26975.34412,2719.087226,1000,1324.78,4.065622783,3,Y
429297408,26,M,1,79,62139.2,1,0,Rent,85037,11/30/2023,Thursday,Local,0,0,38,Online,0,8,Compact,14222.91729,gray,4340.812355,6659.870709,500,1082.36,4.092906418,5,N
429815808,26,M,1,62,52147.2,1,1,Own,50012,7/2/2024,Tuesday,Parking Lot,0,0,68,Online,0,2,Medium,20628.48604,other,15449.22818,7959.989773,1000,1324.78,4.357806596,5,Y
431205120,40,M,0,57,59020.8,1,0,Rent,50049,12/30/2024,Monday,Highway,2,0,66,Online,0,6,Medium,30985.26482,red,23583.53725,2711.319298,500,1518.54,3.941619035,4,Y
431557632,44,F,1,70,60569.6,1,1,Rent,50056,9/21/2024,Saturday,Local,0,0,60,Online,0,3,Compact,43062.63061,white,11706.576,7687.212879,2000,1155.97,4.058769711,3,N
431640576,49,F,0,89,62289.6,1,1,Rent,50055,5/18/2023,Thursday,Highway,1,0,23,Online,1,1,Compact,45562.42106,gray,48981.79159,4561.96141,500,1078.65,4.759972689,3,Y
432158976,28,M,1,71,53334.4,1,1,Rent,85075,2/10/2023,Friday,Local,1,0,86,Online,1,10,Compact,61743.13487,silver,47603.81753,4814.953723,500,1232.57,5.068822764,4,N
432221184,28,M,1,91,53318.4,1,1,Rent,15045,1/20/2023,Friday,Local,0,0,70,Online,1,4,Compact,8569.649122,gray,11269.70124,6372.172982,500,1078.65,4.292455445,1,Y
432283392,26,F,0,41,52136,1,0,Rent,15004,12/17/2023,Sunday,Local,0,1,29,Online,1,5,Compact,21898.57783,white,25874.36719,5155.428429,1000,1324.78,3.996564061,2,Y
432304128,38,M,0,88,58208,1,1,Rent,20163,4/20/2023,Thursday,Local,2,0,50,Online,1,4,Large,10021.89595,red,26569.77788,4861.10508,500,1518.54,3.564205032,4,Y
433465344,21,F,0,75,48696,0,1,Own,80018,9/24/2023,Sunday,Local,0,0,91,Online,1,2,Medium,30197.11999,red,20526.95832,3408.287055,500,1078.65,3.373248878,2,Y
433589760,29,F,0,38,53897.6,0,1,Rent,80044,10/20/2023,Friday,Local,0,1,99,Online,0,3,Compact,27667.18481,other,14190.21182,1846.903566,2000,1239.06,4.061959612,1,N
433963008,24,M,1,66,50851.2,1,0,Rent,50055,1/13/2024,Saturday,Highway,0,0,1,Online,1,5,Compact,7992.339561,blue,28613.78239,4157.016214,2000,1155.97,3.906777796,4,N
434045952,40,F,0,71,59040,1,1,Own,50054,4/4/2024,Thursday,Local,0,0,65,Online,1,3,Medium,15904.23641,black,31541.92836,8033.876149,500,1232.57,3.89391844,5,N
434315520,29,M,0,36,68334.4,1,1,Rent,85005,1/5/2024,Friday,Parking Lot,0,0,50,Online,1,8,Large,48731.33447,black,59261.86768,2124.259568,2000,1239.06,4.499940527,4,N
434543616,35,M,0,74,56881.6,1,1,Own,50028,2/19/2023,Sunday,Highway,1,0,98,Online,0,5,Compact,20327.04345,white,24610.58111,5316.346954,1000,1726.91,3.683445448,2,N
434688768,36,M,0,64,57336,0,1,Own,50033,4/3/2024,Wednesday,Local,1,0,60,Online,0,5,Compact,25361.48126,red,31562.03786,3805.885794,500,1518.54,4.970571274,4,N
435227904,32,M,1,57,55452.8,1,1,Own,20137,11/7/2023,Tuesday,Local,0,0,5,Online,1,9,Medium,20057.5528,white,23381.81068,5276.117698,1000,999.43,4.36244826,2,N
435331584,28,M,0,64,53328,1,1,Rent,80037,1/2/2024,Tuesday,Parking Lot,1,0,24,Online,1,7,Large,7131.064646,white,9144.022705,1842.118525,500,1232.57,3.640863344,2,N
435414528,30,M,0,82,54406.4,1,0,Own,20147,4/23/2023,Sunday,Local,0,1,7,Online,0,2,Large,18835.36232,black,20824.33597,6027.13503,1000,1324.78,3.355599236,4,N
435642624,60,M,1,87,65515.2,0,1,Own,80020,4/6/2024,Saturday,Highway,0,0,77,Online,0,3,Large,16925.49554,other,21286.22856,6208.800853,1000,1622.67,4.015836477,4,N
436928256,28,F,1,62,53321.6,0,1,Own,85036,6/11/2024,Tuesday,Parking Lot,2,0,17,Online,1,3,Medium,17925.27846,silver,17097.20733,5214.671695,2000,1239.06,3.413329347,5,N
437384448,54,F,1,66,63851.2,1,1,Rent,50035,10/24/2023,Tuesday,Local,0,0,50,Online,0,4,Medium,15674.81287,other,24343.40229,4108.98338,1000,999.43,4.698725821,5,N
437840640,33,F,1,92,55929.6,1,1,Own,85028,9/20/2024,Friday,Parking Lot,0,0,0,Online,0,4,Large,35063.89162,white,35924.06289,5194.967264,500,1354.2,4.680360198,3,N
437923584,25,M,0,92,51510.4,1,1,Rent,15004,5/3/2023,Wednesday,Parking Lot,0,0,78,Online,0,3,Compact,12870.48006,other,19178.33103,4765.931212,2000,1155.97,4.867244621,6,N
438234624,52,F,1,80,63204.8,1,0,Own,50049,4/10/2024,Wednesday,Parking Lot,0,0,50,Online,0,4,Medium,25397.08389,white,10886.52981,4632.86564,2000,1239.06,4.864661458,6,Y
438753024,28,M,1,96,53331.2,1,1,Rent,50033,3/12/2024,Tuesday,Local,0,1,50,Online,0,7,Compact,20728.21085,red,20419.41161,3501.568903,500,1518.54,4.125468303,4,Y
438960384,27,M,1,90,52734.4,1,0,Own,15018,2/3/2023,Friday,Highway,0,0,95,Online,1,4,Medium,23870.63352,silver,11928.45592,4349.41798,1000,1622.67,4.246908269,4,N
439271424,25,F,0,75,51475.2,0,1,Rent,50054,4/28/2024,Sunday,Parking Lot,0,0,0,Online,0,4,Compact,32889.59842,gray,19685.73703,6332.276953,2000,1155.97,2.930492846,5,Y
439499520,26,F,1,57,52110.4,1,0,Rent,20136,11/27/2023,Monday,Parking Lot,0,0,43,Online,0,10,Compact,16044.43088,gray,14823.01862,2944.002761,2000,1239.06,4.181333287,5,N
439852032,34,M,1,75,56416,1,1,Own,15012,6/20/2023,Tuesday,Highway,0,0,43,Online,1,2,Compact,37334.69302,silver,14674.64386,6058.539339,2000,1155.97,4.391115571,5,N
439997184,44,F,0,61,60550.4,1,1,Rent,85038,5/7/2024,Tuesday,Parking Lot,0,0,32,Online,0,4,Medium,36246.59798,other,79967.75322,2349.284823,1000,1324.78,4.503326425,5,Y
440391168,27,F,0,72,52736,0,0,Rent,85011,1/7/2024,Sunday,Parking Lot,0,0,88,Online,1,5,Large,37909.98124,black,19768.6421,4649.201719,500,1082.36,4.151820402,4,N
440785152,28,F,1,66,53302.4,1,0,Rent,80028,5/21/2024,Tuesday,Local,3,0,3,Online,1,1,Medium,28600.68175,red,14455.99138,7805.902616,2000,1239.06,4.010250768,1,Y
440847360,22,M,0,80,49428.8,0,1,Rent,85024,3/21/2024,Thursday,Parking Lot,0,0,1,Online,0,4,Compact,18607.60935,white,18715.00511,8367.212537,1000,1622.67,4.279196967,8,Y
441220608,27,M,1,80,52748.8,1,1,Rent,50042,10/23/2023,Monday,Parking Lot,0,0,14,Online,1,2,Medium,25213.85477,blue,35835.59378,7417.501002,500,1078.65,3.960118912,4,N
441573120,54,F,1,82,63803.2,0,0,Rent,80019,5/18/2023,Thursday,Local,3,0,53,Online,1,4,Medium,27656.28366,red,14930.40792,3592.969721,500,1354.2,3.560832984,5,Y
441925632,24,M,0,59,50867.2,0,0,Rent,50026,11/26/2024,Tuesday,Local,0,0,20,Online,0,1,Medium,19965.3398,white,31253.08466,2022.826659,1000,1726.91,3.199157694,4,Y
443211264,43,M,0,69,60200,0,1,Rent,85017,10/24/2024,Thursday,Parking Lot,0,1,60,Online,0,5,Large,17294.42015,black,24293.34203,3364.638238,1000,1726.91,4.187264494,0,N
443273472,54,F,1,74,63828.8,1,1,Own,15030,2/4/2023,Saturday,Parking Lot,0,1,54,Online,1,2,Compact,46413.53013,silver,44851.16223,7460.070443,500,1232.57,4.015907045,5,N
443501568,29,M,0,73,53880,1,1,Rent,80104,11/30/2023,Thursday,Local,0,0,49,Online,1,6,Compact,36081.99952,black,33477.19052,5969.138406,2000,1239.06,2.981374517,2,Y
443812608,66,F,1,78,67036.8,0,1,Own,50013,3/9/2023,Thursday,Local,0,0,3,Online,0,8,Compact,10359.0229,red,14071.51955,5133.768167,500,1055.6,4.095259768,1,N
443999232,26,F,0,87,62144,1,0,Rent,85077,1/7/2023,Saturday,Highway,2,0,51,Online,1,1,Compact,12960.80758,other,17836.18194,5367.448532,500,1078.65,4.446050666,3,N
444206592,52,M,1,93,63208,0,0,Own,85012,12/23/2024,Monday,Parking Lot,0,0,80,Online,1,5,Medium,25099.83139,blue,28840.08559,5894.679462,500,1055.6,4.143514453,1,Y
445616640,32,F,0,39,55451.2,0,0,Own,50052,1/28/2024,Sunday,Parking Lot,0,1,98,Online,1,4,Compact,62011.2193,red,19927.5665,4341.063036,500,1055.6,4.409338802,4,Y
446010624,26,F,1,66,62139.2,1,0,Rent,50025,5/14/2023,Sunday,Parking Lot,0,1,100,Online,1,8,Medium,8085.895962,silver,24570.20904,1284.862537,1000,1622.67,4.169194891,3,N
446114304,45,M,1,84,60900.8,1,0,Rent,80012,5/22/2024,Wednesday,Local,1,0,8,Online,1,4,Compact,19326.32013,white,15589.43657,6049.431826,1000,999.43,3.846399869,4,Y
446363136,51,F,0,67,62921.6,0,1,Rent,80015,4/19/2024,Friday,Highway,0,0,97,Online,0,3,Compact,37474.04618,blue,36122.87318,4370.032154,500,1078.65,4.547352491,4,Y
446383872,29,F,1,98,53904,1,0,Own,20136,9/20/2024,Friday,Local,1,0,10,Online,1,4,Large,23571.21795,white,8723.018856,2540.361801,1000,1324.78,3.66323852,4,N
446798592,28,M,1,47,53324.8,1,0,Rent,80001,11/20/2023,Monday,Local,0,1,86,Online,1,6,Medium,33424.0314,other,16183.28134,1362.752924,500,1055.6,4.080433617,5,N
446985216,20,F,0,77,47942.4,1,0,Rent,20151,1/4/2024,Thursday,Parking Lot,0,0,10,Online,0,4,Large,16108.69227,gray,33030.75946,1516.855306,500,1078.65,2.303305124,3,N
447254784,26,F,1,77,62144,0,0,Rent,15015,7/11/2024,Thursday,Local,0,0,95,Online,0,3,Large,24451.502,other,24692.24763,2625.777312,2000,1246.68,3.173003055,4,N
448498944,46,M,1,68,61260.8,1,0,Rent,80002,2/5/2023,Sunday,Local,3,0,0,Online,1,6,Large,17447.9642,gray,50846.52616,5305.966451,500,1232.57,4.04170501,5,Y
449017344,64,F,1,63,66528,1,1,Own,20116,2/19/2023,Sunday,Local,0,0,1,Online,1,2,Compact,63607.33886,black,29121.64899,2781.487188,500,1354.2,3.276454566,8,N
449535744,68,M,1,44,67497.6,1,1,Own,50031,2/10/2023,Friday,Local,0,0,80,Online,0,10,Medium,13937.4714,white,19489.49394,2458.741155,2000,1239.06,4.177237619,3,N
450054144,28,F,1,79,53299.2,0,1,Rent,85064,12/18/2023,Monday,Local,0,0,55,Online,1,6,Medium,9972.764102,gray,10877.00791,5081.864284,1000,1726.91,4.576938067,3,N
450282240,26,F,1,63,52120,1,1,Rent,15001,12/24/2024,Tuesday,Local,2,0,32,Online,1,6,Compact,31717.38223,other,9818.411692,2689.61855,500,1518.54,4.123481499,5,N
450427392,28,F,0,80,53328,1,1,Rent,80015,1/9/2023,Monday,Local,0,0,40,Online,0,8,Compact,51241.80112,blue,14701.95956,4546.326302,2000,1246.68,4.135249125,4,N
450551808,44,M,1,91,60553.6,1,0,Own,20104,9/24/2023,Sunday,Local,0,0,0,Online,1,2,Compact,9660.936137,other,15461.30181,5897.356176,1000,999.43,4.37620409,2,Y
450614016,21,F,1,77,48720,0,0,Rent,50044,3/22/2023,Wednesday,Local,0,1,50,Online,0,4,Large,17673.4999,other,14694.54796,7919.680313,1000,1726.91,3.459117203,4,N
450842112,27,M,1,88,62144,1,0,Own,20160,5/23/2023,Tuesday,Local,0,0,91,Online,1,4,Compact,24589.21228,blue,17334.25766,3211.16495,500,1518.54,3.5221325,4,N
451173888,31,F,0,79,54929.6,1,1,Rent,20134,6/19/2023,Monday,Highway,0,1,100,Online,0,11,Medium,19253.35167,red,39078.87903,4115.467485,500,1354.2,5.061864126,3,N
451339776,28,F,1,72,53302.4,1,0,Rent,15051,9/20/2023,Wednesday,Parking Lot,0,1,32,Online,1,8,Compact,33369.907,blue,32061.78933,6273.539472,2000,1155.97,5.145735008,4,N
451650816,22,F,1,78,49448,1,0,Rent,80015,11/23/2024,Saturday,Local,0,0,38,Online,1,6,Large,17228.31852,black,9992.784681,6015.916034,2000,1239.06,3.390566751,11,N
451858176,28,M,0,95,53294.4,1,1,Rent,80021,6/23/2023,Friday,Local,0,1,96,Online,1,9,Medium,26733.81244,other,13468.59543,5478.844483,500,1082.36,4.41092616,0,N
451961856,54,M,1,97,63808,0,1,Rent,50050,6/12/2024,Wednesday,Local,0,0,18,Online,1,2,Compact,9926.586724,black,25632.20915,3232.699091,1000,999.43,4.738422412,4,Y
451982592,24,M,1,62,50814.4,1,1,Rent,15044,7/26/2023,Wednesday,Local,0,1,77,Online,1,5,Compact,25629.4291,black,9389.639726,7687.055648,2000,1155.97,3.925565484,3,N
452210688,27,M,1,87,52715.2,0,1,Own,20128,7/12/2024,Friday,Highway,0,0,94,Online,0,10,Compact,16014.26765,white,24217.03056,4304.876567,2000,1246.68,4.521736012,4,Y
452646144,46,F,1,82,61251.2,1,1,Own,50025,9/17/2024,Tuesday,Parking Lot,0,0,48,Online,1,3,Medium,24157.91051,silver,35021.63718,3221.180029,2000,1246.68,3.287978904,5,Y
452936448,29,M,1,64,68334.4,0,0,Rent,80004,5/2/2024,Thursday,Local,0,0,65,Online,0,6,Compact,16579.72678,other,29735.82528,5049.126113,2000,1155.97,4.796475832,2,N
454118400,29,F,1,79,53894.4,1,1,Rent,15001,11/23/2024,Saturday,Highway,1,1,29,Online,0,5,Medium,14603.20999,blue,29061.57993,3183.990912,1000,1622.67,4.300624947,4,N
454180608,29,M,0,56,53888,1,1,Own,50014,11/19/2023,Sunday,Local,0,0,94,Online,1,8,Large,5948.038057,other,18422.80056,2243.113909,500,1082.36,4.251564465,2,N
454284288,26,M,1,76,52089.6,1,0,Rent,50028,12/28/2023,Thursday,Local,1,0,3,Online,1,3,Compact,9630.546143,other,34630.36095,4596.681237,500,1055.6,3.334690124,4,Y
454657536,28,M,0,87,53321.6,1,1,Rent,20120,4/2/2024,Tuesday,Parking Lot,2,0,22,Online,1,13,Large,27344.52753,white,22552.4753,3635.661673,500,1518.54,4.204740482,3,N
455424768,28,F,1,72,53307.2,1,0,Rent,15012,10/24/2023,Tuesday,Local,1,0,79,Online,0,2,Large,40847.23437,gray,19362.98092,7653.661791,500,1518.54,4.042026285,6,Y
455590656,24,M,0,75,50832,0,1,Rent,80046,12/8/2023,Friday,Parking Lot,2,0,16,Online,1,3,Medium,8599.489317,blue,20210.179,6895.658294,1000,1622.67,4.163450107,3,N
455735808,29,F,1,35,53896,0,1,Rent,15059,12/26/2023,Tuesday,Highway,0,0,96,Online,0,2,Large,27742.96783,white,39667.06291,3828.103056,500,1354.2,4.43282981,4,N
455901696,54,M,1,69,63795.2,1,0,Own,20101,11/9/2023,Thursday,Local,0,0,0,Online,0,2,Medium,13958.10858,blue,17844.73951,5034.919022,1000,1726.91,3.973881546,2,N
455943168,32,F,0,90,55475.2,1,0,Own,15025,9/6/2024,Friday,Local,0,1,17,Online,0,8,Compact,6393.336814,gray,31643.4524,4904.211321,500,1232.57,4.496921675,1,N
456274944,50,F,1,41,62592,1,1,Rent,80018,6/29/2024,Saturday,Parking Lot,1,0,31,Online,0,4,Compact,12112.35363,silver,31760.79471,6756.489307,1000,999.43,4.117793855,2,N
456503040,29,M,1,79,53883.2,1,0,Rent,50051,7/1/2024,Monday,Local,0,0,0,Online,1,3,Compact,23940.95307,other,13144.32121,5150.710753,500,1518.54,4.813173654,3,Y
456585984,48,F,1,78,61923.2,1,1,Own,85027,10/29/2024,Tuesday,Parking Lot,0,1,34,Online,1,3,Medium,32559.0517,black,26317.46009,2319.997135,2000,1246.68,3.788948212,4,N
456793344,26,F,0,82,52126.4,0,1,Rent,20164,8/22/2023,Tuesday,Local,1,1,0,Online,1,4,Large,23207.26422,white,13298.70363,4718.049518,1000,1726.91,4.074029827,6,N
457456896,54,F,1,73,63811.2,1,0,Own,80016,8/23/2024,Friday,Parking Lot,0,0,64,Online,0,5,Medium,36793.72287,blue,29919.74589,1978.007039,500,1518.54,4.24993182,2,N
457726464,42,M,1,89,79776,1,1,Own,80027,1/14/2024,Sunday,Local,0,0,28,Online,0,4,Compact,24272.03652,blue,31505.58912,1422.975303,500,1082.36,3.916786374,8,N
458058240,27,F,0,53,52753.6,0,1,Rent,80033,2/11/2024,Sunday,Local,2,1,4,Online,1,5,Large,17667.89424,other,15885.58016,4055.82628,500,1078.65,4.174723944,7,N
458307072,22,F,0,69,49467.2,1,0,Rent,85005,2/10/2024,Saturday,Local,0,1,3,Online,0,5,Medium,29627.57354,white,15639.92313,3652.259479,500,1518.54,4.774765022,1,N
458742528,34,F,0,43,56425.6,0,1,Own,50034,12/4/2024,Wednesday,Local,0,1,99,Online,0,6,Compact,9930.377606,black,46470.99467,2257.244004,500,1232.57,3.302658237,5,Y
458970624,29,F,1,90,53904,1,0,Rent,20153,2/9/2023,Thursday,Local,2,0,97,Online,1,5,Large,17486.10914,other,27048.60128,7251.771353,2000,1239.06,5.368881137,4,N
459592704,71,F,0,89,68212.8,1,1,Own,85028,4/20/2024,Saturday,Local,3,0,1,Online,1,6,Medium,18339.71487,blue,26135.86196,3278.359357,500,1232.57,4.687634067,6,N
459924480,49,M,1,88,62283.2,1,0,Own,85079,2/14/2023,Tuesday,Highway,0,0,16,Online,1,5,Compact,6037.991452,silver,22366.08943,3559.306554,2000,1246.68,3.668548427,2,N
460795392,39,F,1,54,58627.2,1,0,Own,85018,6/14/2023,Wednesday,Parking Lot,0,0,95,Online,1,6,Compact,33537.1108,gray,9115.298039,10253.93152,1000,1726.91,3.705740122,1,Y
460940544,20,M,1,67,47937.6,0,0,Rent,80005,8/14/2024,Wednesday,Highway,0,0,30,Online,1,4,Large,27633.1716,blue,53404.27597,3612.446149,1000,1324.78,3.470510005,3,Y
461044224,50,F,1,75,62604.8,1,1,Rent,50040,6/23/2023,Friday,Local,0,0,6,Online,1,6,Medium,17716.15825,red,11152.95277,9276.819253,500,1518.54,3.837938325,1,N
462350592,24,F,0,63,50868.8,1,1,Rent,85045,12/25/2023,Monday,Local,0,1,33,Online,1,4,Compact,26910.88915,other,17264.42787,6199.257867,500,1078.65,4.049644247,4,N
462806784,42,F,0,83,59817.6,1,0,Own,85045,9/11/2024,Wednesday,Parking Lot,0,1,20,Online,0,4,Medium,31494.29258,white,18058.58482,2792.633635,500,1082.36,3.456117726,4,N
463159296,38,M,0,87,58171.2,1,1,Rent,80020,2/19/2024,Monday,Local,0,1,1,Online,0,8,Medium,16748.27421,red,20619.74705,8972.147892,500,1232.57,3.730423987,6,Y
463491072,27,M,1,72,52747.2,1,0,Rent,50031,8/24/2024,Saturday,Local,2,0,21,Online,1,4,Medium,7398.723601,red,27384.41234,7957.054137,2000,1239.06,4.175243538,8,Y
464071680,27,F,1,77,52753.6,0,0,Rent,20134,6/7/2024,Friday,Parking Lot,2,0,53,Online,1,3,Compact,20768.74778,white,18687.37403,5989.346311,1000,1324.78,3.567107847,2,Y
464341248,52,F,0,81,63214.4,1,1,Own,85024,5/11/2023,Thursday,Highway,0,0,18,Online,0,3,Large,22749.54131,other,59796.23243,6054.715214,500,1354.2,4.302418745,5,N
464984064,52,M,1,46,63211.2,0,0,Own,15007,2/24/2024,Saturday,Highway,1,0,100,Online,1,8,Large,18947.20397,blue,27518.89416,4834.197105,2000,1239.06,4.077482777,1,N
465460992,39,F,1,86,58609.6,1,0,Own,50055,4/18/2023,Tuesday,Parking Lot,0,1,51,Online,1,4,Compact,16398.35065,silver,13211.26795,5615.945303,500,1078.65,4.080599277,9,N
465523200,57,F,1,93,64707.2,0,1,Own,20149,5/22/2024,Wednesday,Highway,3,1,27,Online,1,2,Large,11619.80044,gray,5311.917089,5585.316216,500,1518.54,4.406149126,3,N
466518528,27,F,0,90,52737.6,1,0,Rent,80002,3/14/2023,Tuesday,Local,1,0,99,Online,0,2,Compact,30553.32155,other,24744.66477,3388.033559,500,1354.2,3.870740816,4,N
466580736,23,F,1,86,50188.8,1,1,Rent,15037,12/13/2023,Wednesday,Local,2,0,35,Online,1,9,Medium,19226.16798,silver,15986.53634,5869.938759,1000,999.43,4.566577422,5,Y
467119872,57,F,0,58,64665.6,0,1,Own,80042,8/22/2024,Thursday,Highway,0,0,15,Online,1,7,Compact,20251.8874,silver,11613.56715,6948.69009,500,1354.2,4.61954175,3,N
467430912,28,F,1,65,53283.2,1,1,Rent,20134,2/17/2024,Saturday,Local,0,0,99,Online,0,6,Medium,12638.64116,black,13985.5768,6402.610495,500,1232.57,3.959170093,3,N
468135936,50,M,1,76,62590.4,1,0,Rent,85062,5/31/2024,Friday,Highway,0,1,99,Online,1,2,Medium,32474.27542,black,9274.155881,12203.9946,1000,1324.78,3.913668647,1,N
468156672,28,F,1,72,53334.4,0,1,Rent,20140,5/24/2023,Wednesday,Local,0,1,21,Online,0,4,Medium,39856.579,blue,9781.148962,5459.926012,500,1518.54,3.936502552,5,N
468239616,28,M,0,46,53324.8,1,1,Rent,50027,8/25/2023,Friday,Highway,0,0,69,Online,0,2,Large,15827.641,gray,10596.52008,1778.283262,2000,1239.06,4.758133326,6,N
469027584,25,M,1,59,51496,0,0,Rent,20135,9/22/2023,Friday,Highway,1,0,17,Online,0,6,Large,31403.9289,other,31572.52265,3887.594122,500,1082.36,4.626467791,3,N
469172736,22,F,0,85,49492.8,1,0,Rent,15001,11/28/2024,Thursday,Local,1,0,100,Online,1,6,Large,13565.38748,white,12135.57416,2426.275142,1000,999.43,3.74144914,5,N
469193472,27,M,1,71,62144,1,0,Own,15001,11/1/2023,Wednesday,Parking Lot,1,0,66,Online,0,6,Medium,9606.192368,silver,43250.07879,4667.297364,2000,1155.97,3.76586808,1,N
469380096,43,M,1,55,60169.6,1,1,Own,15032,10/26/2024,Saturday,Local,0,0,49,Online,1,7,Large,20290.52195,red,41748.55575,3364.999889,500,1232.57,3.664315404,4,N
470105856,26,M,1,82,52128,1,1,Own,20149,5/30/2024,Thursday,Parking Lot,0,0,100,Online,1,2,Medium,62931.84534,other,19858.83072,3360.775624,500,1078.65,4.201937379,1,N
470831616,28,F,1,95,53323.2,0,0,Rent,80046,5/10/2023,Wednesday,Local,0,0,51,Online,0,8,Medium,9445.51384,gray,72602.80163,2530.133274,500,1232.57,3.839405881,1,N
471267072,24,M,0,75,50854.4,0,0,Rent,85070,5/17/2024,Friday,Parking Lot,0,0,34,Online,0,5,Compact,12026.23066,red,25485.91456,1948.405832,1000,999.43,3.624093052,4,N
472096512,23,M,1,72,50158.4,1,1,Rent,85078,6/12/2024,Wednesday,Highway,0,0,77,Online,1,6,Medium,16574.00034,other,13664.73425,5471.291385,500,1078.65,3.809563713,6,N
472262400,25,F,1,62,51507.2,1,1,Rent,15009,3/6/2024,Wednesday,Highway,1,1,39,Online,1,3,Large,21987.21983,black,25871.48005,6320.858367,2000,1239.06,3.60999509,6,N
472386816,29,M,1,50,53870.4,1,0,Rent,85077,11/23/2024,Saturday,Local,3,0,19,Online,1,3,Compact,15479.00324,other,19222.56635,8569.962463,500,1082.36,4.632781749,4,Y
473236992,25,M,0,64,51524.8,1,0,Rent,80105,7/22/2024,Monday,Local,1,0,2,Online,1,5,Compact,21215.04988,other,31083.96627,6251.988776,500,1354.2,4.466657226,3,N
473423616,43,M,1,77,60156.8,1,1,Own,50059,7/27/2023,Thursday,Local,1,0,52,Online,0,4,Compact,16065.54704,red,32454.23321,5709.711979,2000,1155.97,4.115222656,4,Y
